station_id,desc,lon,lat,euclid_m,network_m,snap_m,network_bin,euclid_bin,years_with_counts,distance_metric,did_bin,street_group,is_gran_via,is_tac2020_other,q_pre,n_pre,q_post,n_post,delta_q,delta_log_q
5011,RONDA UNIVERSITAT - PL. CATALUNYA  (sentit Llobregat),2.16788359152789,41.387125414742,398.2,479.2,8.4,250_500m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,tac2020_other,False,True,24209.571428571428,7,23030.727272727272,22,-1178.8441558441555,-0.04991877584823179
3020,AV. PARAL·LEL - LLEIDA (Baixada),2.15475489159659,41.3749336247802,404.7,570.9,17.0,500_1000m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,500_1000m,other,False,False,10783.714285714286,7,12382.666666666666,24,1598.9523809523798,0.1382605857039163
4091,PAU CLARIS - CASP (sentit mar),2.17155203437734,41.3893950147936,421.4,436.9,20.5,250_500m,250_500m,"2017,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,tac2020_other,False,True,15073.57142857143,7,9879.75,24,-5193.821428571429,-0.42245576605305324
3024,ROCAFORT - TAMARIT (mar),2.15788193499247,41.3757853800346,433.1,420.1,18.5,250_500m,250_500m,"2017,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,phase1_axis,False,False,4450.857142857143,7,3310.7916666666665,24,-1140.0654761904766,-0.29590935899147475
3026,AV. PARAL·LEL - ENTENÇA (Mar),2.156378628652,41.3749387606281,440.7,603.1,13.8,500_1000m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,500_1000m,other,False,False,13376.333333333334,6,12648.91304347826,23,-727.4202898550739,-0.0559156902220348
4069,MALLORCA - BALMES  (sentit Llobregat),2.15928875441747,41.3913375903375,442.2,478.0,13.9,250_500m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,other,False,False,15692.714285714286,7,15978.25,8,285.53571428571377,0.018031876040245365
4070,PELAI - RONDA UNIVERSITAT  (sentit Besòs),2.16682285923792,41.3857203495775,444.3,525.1,5.0,500_1000m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,500_1000m,tac2020_other,False,True,8124.0,7,8596.458333333334,24,472.45833333333394,0.05652765301405083
5019,TRAFALGAR - MENDEZ NÚÑEZ  (sentit Besòs),2.17786829912579,41.3902876037345,455.7,461.8,29.3,250_500m,250_500m,"2017,2018,2019,2020,2021,2022,2025",undirected_osm_highway_utm31n,250_500m,other,False,False,4600.285714285715,7,8157.888888888889,9,3557.603174603174,0.572867007539239
3022,CREU COBERTA - PL. ESPANYA (Pujada),2.1467520255421,41.3752006812414,459.7,803.2,12.1,500_1000m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,500_1000m,other,False,False,7225.857142857143,7,7134.95,20,-90.9071428571433,-0.012660619455642674
3021,CREU COBERTA - BÉJAR (Baixada),2.14676982982649,41.3751288229608,465.9,803.2,11.8,500_1000m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,500_1000m,other,False,False,6847.142857142857,7,6375.875,16,-471.2678571428569,-0.07131012758836697
4099,BALMES - MALLORCA (baixada),2.15934927414176,41.3917902636396,473.8,480.6,1.9,250_500m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,other,False,False,31958.14285714286,7,29048.625,24,-2909.5178571428587,-0.09545586086816549
6026,PG. SANT JOAN - INDÚSTRIA (Baixada),2.16549561683824,41.4022539572222,528.8,725.5,19.1,500_1000m,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,500_1000m,other,False,False,9964.0,7,9173.875,24,-790.125,-0.08261882678104726
4019,MARINA - DIPUTACIÓ (pujada),2.17953138379849,41.4004509378448,534.3,635.8,37.0,500_1000m,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,500_1000m,other,False,False,32338.285714285714,7,27500.272727272728,22,-4838.012987012986,-0.1620559225489817
4032,VALÈNCIA - SARDENYA  (sentit Besòs),2.17592696473159,41.4021296117717,545.9,750.0,3.0,500_1000m,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,500_1000m,tac2020_other,False,True,15365.6,5,15073.136363636364,22,-292.4636363636364,-0.019217133940097497
4081,ROSSELLÓ - PG. DE GRÀCIA (sentit Besòs),2.16105455665482,41.3961020872117,547.7,643.2,35.5,500_1000m,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,500_1000m,other,False,False,9209.0,7,8684.916666666666,24,-524.0833333333339,-0.05859346217951078
4050,PASSEIG DE GRÀCIA - PROVENÇA (Pujada),2.16128392270725,41.3951762991631,568.1,735.5,15.6,500_1000m,500_1000m,"2017,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,500_1000m,other,False,False,13082.714285714286,7,13745.217391304348,23,662.5031055900618,0.04939909882080151
4045,PASSEIG DE GRÀCIA - ROSSELLÓ (Baixada),2.16121790070137,41.3951049670639,576.6,735.5,17.0,500_1000m,500_1000m,"2017,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,500_1000m,other,False,False,5114.142857142857,7,4645.166666666667,24,-468.9761904761899,-0.09618255850272384
4041,PROVENÇA - BALMES  (sentit Llobregat),2.15808497115376,41.3921622573913,578.1,617.6,14.0,500_1000m,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,500_1000m,other,False,False,8702.142857142857,7,8124.347826086957,23,-577.7950310558999,-0.06870384331539903
4038,SARDENYA - CASP  (sentit mar),2.18173768883239,41.3970756592755,588.9,801.5,18.7,500_1000m,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,500_1000m,other,False,False,8052.285714285715,7,7663.75,24,-388.5357142857147,-0.04945457069529624
5014,PELAI - BALMES,2.16922932842103,41.3855471554975,601.3,626.1,4.5,500_1000m,500_1000m,"2017,2018,2019,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,500_1000m,tac2020_other,False,True,26759.285714285714,7,20846.809523809523,21,-5912.476190476191,-0.2496806265173177
6005,CÒRSEGA - NÀPOLS  (sentit Llobregat),2.16818331001933,41.4031772143077,611.6,843.3,9.9,500_1000m,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,500_1000m,other,False,False,14161.285714285714,7,16748.375,16,2587.0892857142862,0.16778935546438056
5012,FONTANELLA - PL. CATALUNYA,2.17174353946815,41.3872745114631,616.9,776.2,16.4,500_1000m,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,500_1000m,other,False,False,11373.833333333334,6,11221.916666666666,24,-151.91666666666788,-0.013446684062806469
4083,MARINA - CASP (Pujada),2.18183500793533,41.398739728411,617.5,801.3,25.9,500_1000m,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,500_1000m,other,False,False,18198.0,6,17085.75,24,-1112.25,-0.06306691517446161
6004,ROSSELLÓ - NÀPOLS (sentit Besòs),2.17019732723134,41.4029424426241,622.8,832.7,9.8,500_1000m,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,500_1000m,other,False,False,23899.14285714286,7,23150.590909090908,22,-748.5519480519506,-0.031822289139284976
3028,AV. PARAL·LEL -  JAUME FABRA (Pujada),2.16029419260348,41.375029348858,638.5,682.1,3.3,500_1000m,500_1000m,"2017,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,500_1000m,other,False,False,14431.142857142857,7,13615.75,24,-815.3928571428569,-0.058161358818416886
4040,BALMES - ROSSELLÓ (baixada),2.15768899888382,41.3930505058183,670.8,697.0,17.5,500_1000m,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,500_1000m,other,False,False,31046.85714285714,7,29274.466666666667,15,-1772.3904761904741,-0.058781892754243614
5017,PG. LLUÍS COMPANYS - ALMOGÀVERS (Pujada),2.18142013340698,41.3910021306038,679.3,842.1,22.5,500_1000m,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,500_1000m,other,False,False,8221.166666666666,6,12216.0,15,3994.833333333334,0.39603443866796795
4086,JARDINS SALVADOR ESPRIU -DIAGONAL  (sentit Llobregat),2.15920458873656,41.3970883113916,681.1,763.3,12.0,500_1000m,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,500_1000m,other,False,False,11641.0,7,10222.347826086956,23,-1418.652173913044,-0.12995706229417792
4054,LEPANT - DIPUTACIÓ  (sentit mar),2.18152930913028,41.4007236955616,685.9,785.1,16.7,500_1000m,500_1000m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,500_1000m,other,False,False,18614.714285714286,7,18081.35,20,-533.3642857142877,-0.02907133828359676
